ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
2357,16,12,2023,79,L,210,2,4,10000
2645,2,5,2023,49,L,631,8,6,40000
6166,10,2,2024,71,L,442,13,12,40000
6809,8,1,2023,48,P,648,5,7,30000
1883,26,10,2024,47,P,26,2,10,10000
2761,24,7,2024,38,L,97,10,12,10000
3450,15,5,2024,77,L,632,20,13,30000
3501,1,5,2024,34,P,302,9,11,40000
9789,10,1,2023,26,L,494,12,3,50000
9824,6,10,2023,46,L,872,13,13,30000
7848,16,2,2022,60,P,990,20,12,10000
5286,11,9,2024,57,P,194,15,6,30000
1586,9,8,2024,80,P,76,18,14,50000
9095,26,12,2022,72,L,374,13,12,10000
6495,31,7,2024,24,L,477,11,13,20000
3532,12,4,2022,69,L,701,2,1,10000
8867,25,6,2022,51,L,449,7,8,30000
1506,29,12,2023,79,L,226,1,14,10000
953,24,10,2022,30,L,737,20,11,20000
2725,14,2,2022,58,L,262,11,10,20000
7524,3,8,2022,80,L,448,5,1,20000
5583,16,3,2024,31,L,46,19,2,50000
1342,2,1,2022,22,P,89,4,10,40000
3349,18,12,2024,39,P,115,9,7,40000
8378,29,9,2024,74,P,16,11,4,50000
612,2,7,2023,50,P,787,13,3,40000
2324,16,1,2023,49,L,746,3,10,20000
1289,4,6,2022,80,P,305,1,2,10000
921,7,9,2022,58,P,512,5,14,10000
6900,14,8,2022,32,L,932,17,13,20000
7635,4,5,2023,49,L,714,16,2,50000
710,20,3,2023,51,L,509,10,1,50000
303,7,2,2024,33,P,332,8,7,30000
151,10,4,2022,69,L,430,5,11,50000
5486,23,3,2022,38,P,704,3,11,30000
2619,31,8,2023,57,L,652,15,2,30000
3263,3,3,2023,37,L,421,7,9,10000
7599,18,5,2024,24,L,263,16,6,10000
9811,12,3,2022,59,P,838,13,5,20000
1169,7,12,2024,68,P,764,10,9,30000
5169,30,10,2023,80,L,600,2,1,20000
8741,29,6,2022,79,P,452,7,1,40000
2965,17,2,2022,62,P,358,5,14,40000
6386,19,10,2024,65,P,804,15,12,30000
1783,10,4,2024,76,P,589,9,11,50000
4399,5,11,2023,47,P,674,20,5,20000
4714,25,7,2023,40,P,522,13,5,10000
8285,30,12,2022,45,L,165,16,8,20000
2580,12,11,2022,50,L,932,10,12,50000
1837,5,8,2022,30,L,993,8,11,50000
7502,21,8,2024,27,P,527,5,6,30000
8350,11,1,2024,31,P,818,9,1,20000
8399,17,6,2023,22,L,690,17,10,50000
1475,9,7,2023,75,L,940,3,7,40000
5920,15,6,2024,79,L,520,16,7,50000
1147,5,12,2023,76,P,573,14,7,10000
4351,2,7,2022,59,L,154,14,3,40000
3413,26,8,2022,21,P,646,14,14,20000
8734,24,12,2023,37,P,853,12,9,10000
6548,2,12,2022,57,L,390,9,5,30000
5906,31,8,2022,24,L,146,14,12,30000
2002,19,4,2023,28,L,211,19,12,10000
6760,2,3,2024,33,P,804,8,13,30000
8491,31,6,2022,64,L,106,7,8,40000
4360,18,2,2022,33,L,78,7,6,50000
9796,7,5,2022,54,L,180,17,6,10000
4568,22,3,2023,55,P,526,11,3,30000
227,24,3,2023,32,L,616,5,5,20000
7882,20,12,2022,61,L,591,12,6,30000
2609,28,1,2024,60,P,398,19,10,30000
1131,15,8,2023,36,P,729,20,1,50000
6391,27,5,2022,55,P,582,11,14,50000
5831,28,4,2023,64,L,54,12,7,50000
465,27,4,2022,43,P,206,15,6,30000
5615,8,3,2022,68,P,445,2,10,20000
6904,20,12,2023,28,L,710,20,7,40000
4402,2,8,2024,28,P,19,13,2,20000
2269,30,11,2024,44,P,103,10,7,20000
9421,4,9,2022,67,L,107,20,2,10000
514,14,5,2023,30,L,533,2,5,40000
1753,23,10,2022,27,L,408,6,10,40000
514,19,3,2022,41,L,948,10,11,10000
3968,10,12,2024,62,P,270,17,7,10000
5508,27,3,2022,60,L,544,8,9,10000
8836,6,6,2024,25,P,356,17,14,30000
4926,21,7,2023,60,L,525,11,6,50000
7004,25,6,2023,47,L,383,2,14,30000
2204,31,7,2024,66,P,585,20,3,30000
1076,13,2,2024,58,P,36,11,5,50000
3359,28,5,2023,57,P,678,19,6,40000
2625,29,3,2024,60,L,749,12,10,20000
467,21,2,2023,35,P,296,7,4,50000
6090,10,4,2022,57,L,527,15,3,30000
4830,21,6,2022,24,P,163,14,14,10000
6351,15,9,2022,26,L,943,2,8,30000
9686,1,6,2023,25,L,925,11,2,10000
7750,30,6,2022,35,P,96,19,8,40000
6541,17,3,2022,42,P,171,5,6,40000
8031,21,10,2022,52,P,683,20,7,40000
3474,7,3,2024,45,P,345,7,7,30000
6519,10,8,2024,50,P,254,14,7,20000
6080,18,12,2022,53,L,432,13,5,30000
6615,27,7,2022,45,L,119,8,14,40000
5244,1,6,2024,29,L,860,20,6,40000
6479,13,2,2024,56,P,317,5,10,50000
5020,28,10,2024,68,P,958,13,8,10000
1852,1,12,2024,33,P,322,4,6,30000
4128,18,4,2024,42,L,23,18,6,30000
3012,1,12,2023,28,P,405,8,11,10000
346,31,5,2023,73,L,135,10,6,50000
6875,10,3,2023,21,L,745,18,2,10000
522,19,8,2022,54,P,257,5,10,40000
7592,11,5,2022,41,L,884,2,7,30000
1918,20,7,2024,51,P,684,15,3,10000
3267,2,3,2023,64,P,957,7,7,40000
7426,29,12,2022,76,P,308,19,11,50000
3453,14,1,2022,62,L,867,20,6,30000
2704,7,1,2023,34,P,504,8,12,40000
3415,21,6,2024,62,L,745,8,9,10000
5379,26,9,2024,41,L,545,20,5,40000
6500,29,7,2022,26,P,475,15,8,50000
8299,19,5,2024,44,L,86,2,14,20000
7357,4,10,2023,65,L,161,4,10,10000
4054,27,11,2022,36,P,691,16,2,50000
8613,11,6,2024,38,L,211,2,13,40000
7115,10,12,2023,26,L,698,13,1,30000
6615,9,6,2024,51,P,296,19,13,40000
9506,25,2,2022,30,L,393,16,3,40000
2664,12,7,2024,31,L,900,6,6,30000
3646,16,8,2024,25,L,725,7,7,10000
7766,15,6,2022,64,P,220,2,13,10000
7991,20,12,2024,66,L,36,11,4,50000
7784,15,3,2024,59,P,745,9,11,40000
8473,25,5,2022,46,P,537,7,6,40000
7037,18,3,2022,51,P,302,6,5,10000
4228,29,10,2024,78,P,334,16,9,30000
6267,9,12,2024,69,P,669,14,4,20000
6150,18,6,2022,70,L,762,19,9,30000
4306,20,7,2023,47,L,102,2,1,30000
9184,2,8,2023,67,P,595,4,9,30000
3763,16,4,2023,71,P,254,14,9,30000
2028,2,3,2023,54,L,469,13,10,10000
6284,17,12,2022,63,L,916,20,3,50000
6375,25,4,2024,34,P,850,1,8,30000
1677,23,2,2022,59,L,322,2,6,10000
9301,21,11,2023,21,P,749,20,1,40000
2364,29,4,2022,70,P,455,8,6,10000
9497,1,3,2023,56,L,912,15,4,40000
6997,16,5,2023,50,P,148,6,14,50000
2836,11,11,2024,33,P,15,8,5,40000
6238,4,6,2023,77,L,508,17,13,20000
9516,13,2,2023,30,P,104,2,5,50000
5064,12,4,2023,60,P,858,4,1,30000
1062,28,2,2022,45,L,721,12,3,10000
8441,16,2,2023,41,P,520,7,9,50000
5741,25,12,2022,31,P,319,2,4,50000
7821,24,3,2022,29,L,837,12,12,30000
3187,16,11,2023,30,P,905,5,8,40000
4973,13,9,2022,69,L,215,4,4,20000
5433,19,12,2023,52,L,179,20,8,20000
9351,11,8,2023,54,P,86,18,3,30000
5286,9,5,2024,74,L,271,9,2,20000
2646,11,10,2024,76,P,264,10,12,20000
584,21,2,2023,58,L,699,11,8,10000
4953,1,6,2024,54,L,719,1,9,50000
2107,6,4,2024,23,P,411,18,8,10000
6915,24,10,2022,60,P,771,9,10,10000
7952,27,4,2022,23,L,311,19,11,50000
797,16,6,2024,31,L,347,16,1,30000
2168,24,8,2022,41,P,117,15,3,20000
8047,12,3,2024,53,P,686,16,7,40000
1250,8,3,2024,79,P,670,1,10,20000
1843,25,6,2023,51,P,57,13,1,40000
2022,27,12,2024,74,P,805,17,13,50000
1673,27,6,2024,23,L,412,7,1,30000
1441,22,12,2024,74,L,666,5,2,30000
7632,4,8,2022,34,L,311,20,1,50000
3516,2,1,2023,77,L,76,8,8,30000
811,24,1,2022,61,L,909,2,12,10000
2226,4,3,2024,65,L,280,7,10,30000
7684,12,12,2023,35,L,545,15,11,40000
2548,3,5,2022,21,L,197,15,6,10000
1357,4,11,2024,69,L,291,9,10,30000
4882,11,11,2023,52,L,572,3,3,10000
7154,6,5,2023,48,P,137,8,10,20000
1401,17,12,2023,64,P,479,3,8,10000
7594,30,7,2023,74,L,614,10,10,30000
1319,22,8,2024,37,P,146,20,9,50000
150,20,10,2023,68,L,108,9,11,50000
8176,9,10,2023,66,P,12,11,3,40000
9342,15,9,2022,60,P,788,19,4,20000
7332,2,1,2024,67,P,20,18,6,10000
2853,24,3,2024,33,P,506,13,2,30000
6562,3,7,2022,46,L,52,20,7,10000
5920,9,5,2024,71,P,359,19,8,20000
6207,23,3,2022,55,P,629,20,5,50000
9034,5,2,2022,34,L,66,13,10,40000
2845,1,1,2023,67,L,853,8,7,10000
4168,28,12,2022,42,L,178,2,8,30000
8143,12,9,2024,52,L,488,12,2,50000
2459,23,10,2024,21,L,952,13,9,10000
6192,20,12,2022,74,P,265,18,4,40000
7359,20,10,2023,57,L,961,19,5,40000
6027,10,11,2024,69,L,82,14,11,20000
7103,2,6,2022,76,P,929,16,6,40000
3409,15,11,2024,58,L,767,14,12,40000
579,1,9,2023,71,P,779,8,7,10000
3183,3,6,2023,37,P,331,1,9,20000
299,27,4,2022,52,P,40,16,5,20000
708,14,4,2023,37,P,787,20,4,50000
8650,9,11,2024,52,L,835,16,1,20000
4695,11,1,2024,50,L,934,7,4,10000
7729,29,10,2023,60,L,196,18,7,20000
6275,14,5,2022,55,P,80,4,5,20000
3845,1,9,2022,63,P,298,5,2,30000
1822,16,6,2022,72,L,874,20,8,40000
1454,18,3,2024,65,L,26,17,13,50000
9603,10,6,2023,35,P,714,5,5,10000
6066,12,11,2022,27,P,893,19,3,30000
7089,22,8,2023,47,L,295,7,8,30000
3505,29,2,2023,41,P,299,14,5,40000
5507,13,8,2023,22,P,304,12,4,50000
9880,21,6,2022,76,P,162,8,8,50000
2221,29,11,2024,42,P,358,19,6,40000
7921,16,4,2023,39,P,191,9,9,40000
2054,13,10,2022,64,L,592,2,3,10000
8163,1,6,2024,80,L,619,14,10,40000
2929,16,12,2023,53,L,180,5,12,10000
155,6,4,2023,50,P,858,3,13,50000
7128,17,2,2024,53,L,26,14,14,50000
3506,13,7,2022,70,L,742,3,9,30000
1164,10,5,2024,38,L,822,18,5,50000
8153,21,9,2023,61,P,596,16,10,10000
3278,16,4,2023,51,L,311,6,1,20000
4841,11,7,2023,25,L,800,12,13,50000
6854,31,2,2023,55,P,362,12,13,40000
9442,11,6,2022,36,P,495,18,12,50000
6228,18,9,2023,38,P,834,16,1,30000
9391,6,7,2022,59,L,459,3,4,20000
1126,9,10,2024,59,P,243,1,12,30000
8739,26,5,2022,43,L,546,5,4,30000
834,27,7,2024,57,P,139,13,13,20000
7705,26,9,2023,34,P,678,6,4,30000
7096,20,4,2024,74,P,344,13,1,50000
9570,26,8,2023,64,P,925,17,6,20000
4331,8,7,2022,75,P,819,6,4,40000
3615,18,4,2024,47,L,753,1,7,50000
7312,29,12,2023,58,L,391,4,9,40000
9731,18,4,2024,45,L,251,1,7,10000
2548,1,7,2024,59,L,703,3,4,40000
1576,19,8,2023,43,P,586,4,10,50000
860,27,11,2024,26,P,380,5,13,50000
4928,6,9,2022,23,L,553,1,10,40000
6558,16,10,2023,25,L,952,4,3,10000
629,22,9,2022,27,P,500,1,10,10000
149,22,4,2024,38,P,13,5,7,50000
2018,8,7,2024,62,P,988,15,1,30000
1371,26,5,2023,70,P,203,20,14,40000
3625,30,2,2023,24,L,842,5,10,30000
3645,2,8,2024,35,P,503,10,1,20000
8850,30,12,2023,56,L,28,12,14,40000
9731,22,2,2024,27,P,789,11,8,10000
9297,22,7,2023,24,P,660,5,1,40000
6798,26,5,2024,64,P,44,4,6,40000
4896,16,10,2024,71,L,554,6,11,30000
6230,27,3,2023,74,P,280,18,11,40000
1585,3,2,2024,33,P,489,3,1,50000
7276,31,11,2024,57,P,409,7,14,10000
3781,28,1,2022,56,P,303,18,12,50000
9691,26,7,2022,76,L,126,14,6,10000
7289,25,12,2022,54,P,421,7,3,40000
9185,27,11,2024,40,P,30,8,6,50000
7967,18,7,2024,28,P,456,4,10,30000
1880,27,8,2024,69,L,437,20,10,10000
11,21,5,2023,65,P,215,17,9,30000
921,30,8,2022,28,P,161,20,11,30000
1905,23,1,2023,31,L,365,13,2,50000
9055,1,2,2022,25,L,499,15,2,50000
8259,14,10,2022,25,P,127,15,3,20000
7012,17,3,2023,80,P,523,19,11,40000
1035,10,11,2024,23,L,714,3,8,50000
7813,17,10,2024,56,P,611,5,1,10000
9360,9,2,2024,64,L,573,12,10,20000
8097,4,7,2023,63,P,245,11,8,10000
722,19,3,2023,52,L,518,5,11,40000
9067,26,7,2024,34,L,386,19,12,20000
7451,16,8,2023,44,P,921,15,9,50000
7156,1,7,2023,48,L,109,9,12,10000
153,17,12,2023,27,L,809,2,1,30000
677,23,10,2023,75,L,477,15,13,40000
8732,21,2,2022,31,P,222,14,14,20000
7817,1,3,2023,80,P,493,9,11,20000
8632,2,2,2023,77,P,864,11,6,50000
2092,28,2,2023,58,L,39,2,6,20000
5081,16,1,2022,25,L,487,12,1,10000
5609,9,9,2022,77,L,772,2,8,50000
567,7,2,2023,69,P,697,8,8,20000
5480,30,10,2023,28,L,979,14,10,10000
1148,19,4,2022,40,P,861,15,13,20000
7060,23,3,2022,53,L,120,9,11,40000
3604,18,4,2023,68,P,466,20,4,50000
8831,23,9,2023,68,P,280,12,1,20000
7222,24,10,2023,80,P,863,15,11,50000
4197,31,10,2024,79,P,39,8,7,30000
2993,29,3,2024,25,L,478,17,8,30000
1611,4,4,2024,48,L,858,15,1,40000
4395,6,12,2022,27,L,987,2,3,20000
50,4,11,2022,76,P,339,10,6,20000
3128,23,8,2024,75,P,389,14,6,20000
5782,6,2,2024,69,P,182,16,3,20000
5677,5,10,2023,75,P,540,3,10,20000
4580,11,11,2023,76,P,985,17,7,10000
8463,20,4,2023,49,L,445,1,13,10000
1206,14,4,2022,51,L,894,19,11,20000
7499,24,1,2022,47,P,365,6,5,30000
1220,12,5,2024,26,P,141,11,3,50000
965,13,6,2023,44,L,97,8,11,30000
6918,4,10,2023,48,P,317,17,10,40000
3453,17,8,2023,48,P,222,19,6,20000
8277,7,3,2024,79,L,548,11,9,10000
9440,3,8,2022,55,L,46,13,12,30000
4535,18,6,2023,30,P,242,3,14,10000
2136,12,9,2024,59,L,866,8,12,30000
6221,12,6,2024,73,L,914,16,8,30000
7409,25,9,2022,75,L,930,12,2,40000
4442,26,9,2023,22,P,409,4,6,30000
4364,11,5,2023,53,L,774,17,7,10000
2423,10,8,2022,41,L,641,8,10,50000
8984,24,12,2022,70,P,982,20,2,20000
2540,6,10,2022,58,L,736,15,1,20000
9897,9,4,2023,59,P,399,4,5,30000
1242,27,4,2023,72,P,956,5,1,30000
1283,14,7,2023,80,P,559,15,14,40000
8751,21,9,2024,40,L,427,19,2,20000
9059,25,9,2023,54,P,565,14,14,50000
1617,9,2,2023,23,P,690,1,10,20000
8994,30,12,2023,75,P,541,15,14,40000
3863,1,1,2022,31,P,445,2,14,30000
2909,16,10,2022,71,P,969,4,12,20000
1140,29,6,2024,55,L,484,9,13,30000
4494,1,9,2022,79,P,487,15,3,30000
2119,10,7,2024,63,P,168,11,2,40000
5617,23,11,2023,65,P,442,20,10,10000
9889,11,8,2024,29,L,514,3,14,20000
3202,6,5,2024,35,P,697,18,4,40000
6454,22,8,2023,70,P,528,9,13,50000
4425,11,4,2024,56,P,16,17,4,50000
2716,25,4,2024,21,P,149,7,4,40000
8723,7,8,2023,49,L,965,5,1,30000
7612,13,2,2023,30,L,546,6,10,40000
7298,14,4,2023,30,L,764,19,1,30000
8854,5,2,2023,76,L,710,4,4,30000
3404,10,5,2023,70,L,168,19,9,50000
6736,22,1,2024,61,P,138,7,4,10000
7410,20,11,2024,72,P,356,18,14,30000
2341,21,2,2022,70,P,85,4,9,50000
7318,30,5,2024,77,P,357,18,6,30000
5740,11,10,2022,22,P,602,18,3,50000
8478,3,2,2024,48,P,472,16,13,30000
480,4,2,2024,41,P,84,15,13,30000
5867,17,1,2023,59,P,637,1,4,30000
4854,9,1,2022,75,P,89,3,3,20000
2585,8,10,2024,74,L,858,6,6,40000
7925,5,6,2024,53,L,48,10,13,20000
1948,14,9,2024,49,P,185,12,7,50000
443,6,10,2023,58,P,778,16,7,10000
6468,17,4,2023,63,P,557,17,9,50000
7339,7,7,2023,25,L,154,16,9,30000
5963,24,10,2023,75,L,599,12,9,50000
8633,5,3,2022,61,L,426,17,2,40000
2334,12,11,2023,60,P,878,18,3,20000
876,28,11,2024,37,L,728,8,1,10000
2680,22,2,2022,41,L,324,4,8,10000
4090,16,4,2022,74,P,433,7,3,10000
9534,22,3,2022,73,P,412,4,11,40000
1164,5,8,2024,62,P,465,1,3,20000
3812,17,1,2022,21,L,542,4,2,30000
4367,20,9,2024,42,L,817,3,11,10000
4119,2,10,2022,26,L,995,14,11,40000
9187,17,3,2024,43,L,957,15,10,20000
3743,19,12,2022,66,L,525,8,9,40000
560,25,6,2023,50,P,604,5,2,40000
5995,29,11,2023,46,L,766,10,1,10000
1887,29,9,2023,77,P,463,12,13,10000
2653,23,3,2024,28,P,822,17,7,10000
4448,11,12,2023,29,L,501,13,4,30000
383,6,7,2022,72,P,910,13,5,20000
6194,1,5,2024,25,P,610,7,11,20000
3009,2,7,2022,64,P,193,19,2,20000
2031,1,6,2024,70,L,755,18,2,20000
4453,20,11,2022,59,P,364,7,8,10000
181,19,7,2023,79,P,350,9,10,10000
5629,4,2,2023,36,L,222,14,5,50000
9793,12,12,2023,80,P,127,15,6,50000
290,10,4,2023,26,L,138,8,4,50000
5909,7,2,2024,26,L,65,1,5,20000
4107,25,1,2024,42,L,810,2,8,40000
6178,29,8,2022,38,L,922,13,9,30000
7946,21,2,2024,51,P,602,5,12,30000
4232,8,3,2024,23,P,365,9,11,30000
4337,19,6,2023,67,L,414,12,11,10000
9502,4,7,2022,68,P,874,12,1,30000
7756,30,10,2022,33,P,165,5,10,50000
2038,3,7,2022,53,P,590,14,14,40000
6334,9,3,2023,69,L,378,10,3,10000
7129,1,3,2023,70,L,25,6,4,40000
3190,17,4,2022,36,P,205,9,1,40000
9850,29,11,2024,54,P,708,5,12,50000
4296,2,9,2022,55,L,887,16,5,10000
5284,26,5,2023,52,P,318,8,10,30000
5642,4,1,2023,51,P,650,16,4,50000
4125,10,10,2023,31,L,45,11,5,40000
3831,4,12,2022,60,L,668,12,1,30000
1346,2,1,2023,75,L,716,2,8,10000
5570,30,2,2023,26,P,753,6,11,10000
7996,11,7,2022,38,L,903,6,6,20000
8209,14,3,2023,77,P,975,20,6,10000
3269,11,7,2022,53,L,986,4,8,50000
229,26,9,2023,42,L,276,18,8,10000
9573,8,11,2022,27,P,632,8,8,10000
3960,23,10,2022,50,P,666,4,3,50000
9700,15,9,2024,50,L,186,19,11,10000
8278,5,5,2023,27,P,16,10,6,30000
2408,30,1,2022,61,P,668,1,7,10000
8875,1,12,2024,49,P,844,16,12,50000
1853,11,2,2023,29,L,326,4,13,10000
3862,8,10,2023,37,L,270,18,12,30000
5086,27,11,2024,37,P,133,3,14,50000
2706,26,12,2024,31,P,632,8,5,20000
5056,17,7,2022,36,L,128,15,9,30000
3655,21,5,2022,76,P,413,12,6,30000
5491,9,3,2024,53,P,118,3,5,30000
985,19,9,2023,60,P,959,11,13,30000
6717,20,3,2024,36,P,295,10,4,40000
4219,10,3,2024,72,P,194,3,7,40000
9216,15,11,2024,42,L,110,12,14,20000
3466,6,3,2023,74,L,912,20,1,40000
1562,14,7,2024,49,L,95,9,10,50000
8253,13,9,2022,53,L,802,4,14,20000
915,31,12,2022,68,L,585,5,12,30000
8307,2,11,2023,50,P,614,8,12,30000
4507,5,8,2023,70,L,86,6,14,20000
5198,20,1,2024,41,L,987,19,14,50000
6802,3,5,2023,41,L,476,8,4,20000
8903,7,6,2023,55,L,528,10,12,20000
7465,30,7,2023,75,P,24,9,9,30000
7083,15,3,2022,75,L,978,18,8,30000
5437,28,10,2022,38,L,627,18,12,50000
2822,15,2,2023,58,P,348,7,8,50000
3053,2,8,2024,52,L,836,15,2,20000
2764,12,3,2024,77,P,444,2,9,40000
436,18,10,2023,51,L,584,14,3,40000
5334,1,12,2023,54,P,46,19,3,20000
1592,9,11,2023,80,P,472,2,4,50000
576,24,7,2024,66,P,77,12,4,40000
6198,6,7,2022,40,P,776,18,12,50000
2476,10,4,2024,34,P,511,14,13,20000
2615,6,9,2022,29,L,394,1,3,10000
9111,6,10,2022,40,P,918,2,1,10000
8495,30,4,2024,78,L,162,12,3,50000
6983,1,6,2023,42,L,236,9,11,20000
1017,16,11,2024,76,P,876,9,9,10000
670,11,3,2024,66,L,449,19,2,40000
8482,8,11,2023,32,L,197,9,8,10000
2980,20,6,2024,41,P,440,3,13,40000
8828,9,4,2024,34,P,173,15,14,30000
9522,19,8,2024,32,L,310,7,10,20000
5462,16,11,2024,66,L,98,9,7,40000
4020,25,6,2023,36,P,795,15,13,20000
3880,16,3,2024,57,L,378,3,6,10000
3052,25,8,2024,36,P,304,14,3,50000
2456,4,8,2022,36,P,35,4,14,10000
9731,15,2,2023,51,L,247,9,2,50000
636,15,2,2024,65,L,127,15,12,30000
5397,30,5,2022,46,L,852,8,13,50000
4883,15,8,2023,61,L,570,9,11,20000
5375,20,5,2022,64,L,35,19,13,50000
4798,12,4,2023,58,L,925,7,6,10000
1039,1,6,2023,68,P,434,1,12,10000
8254,30,10,2024,66,P,736,9,11,10000
8315,3,7,2023,42,P,223,3,13,40000
2679,25,11,2024,25,L,234,19,6,30000
3602,10,2,2024,49,P,593,4,2,20000
2148,12,12,2024,72,P,383,19,14,20000
1316,22,8,2022,73,P,379,9,6,10000
2089,2,7,2023,64,L,597,13,8,50000
416,28,10,2024,59,L,63,13,2,10000
1430,6,2,2023,64,P,77,15,6,10000
120,11,2,2023,47,L,649,15,11,30000
5488,3,7,2022,75,P,457,4,12,40000
5570,8,2,2024,79,P,609,20,2,30000
2201,31,2,2022,23,L,416,10,9,10000
552,29,5,2024,41,L,458,7,11,10000
6020,9,3,2022,63,P,500,20,11,50000
7282,23,10,2022,47,P,372,16,4,40000
4542,9,8,2022,70,L,741,13,1,20000
77,31,11,2022,21,P,747,3,5,40000
7321,10,6,2024,34,P,102,11,4,30000
7115,10,8,2024,54,L,409,6,8,20000
3795,5,4,2024,57,P,443,7,11,50000
1725,28,5,2024,53,P,333,17,4,40000
8348,10,10,2024,70,P,180,7,5,40000
2975,18,1,2022,35,L,267,11,9,30000
209,17,7,2023,31,L,329,15,7,50000
5332,13,9,2023,34,L,878,16,14,20000
4551,7,7,2024,54,P,23,19,10,50000
3932,17,10,2023,30,P,163,5,6,10000
5439,3,9,2023,51,P,281,14,9,20000
4139,15,1,2024,35,L,147,13,2,40000
9529,2,12,2024,59,L,909,18,8,10000
3990,8,3,2024,72,P,420,15,8,40000
1817,25,2,2022,24,P,172,13,6,40000
5983,21,10,2022,67,P,216,19,5,10000
828,31,5,2023,29,L,610,2,4,20000
6324,7,11,2024,34,L,808,2,10,20000
8787,8,5,2022,36,L,178,19,8,30000
7033,3,2,2023,74,P,519,15,7,20000
4488,28,5,2024,54,P,641,5,5,50000
3491,18,3,2024,72,L,734,4,10,20000
4835,15,1,2024,46,L,128,3,5,20000
620,5,1,2022,76,P,595,18,8,50000
9813,15,4,2024,78,L,459,10,7,30000
4061,26,10,2024,47,L,276,7,1,40000
8210,31,12,2023,35,P,315,7,9,30000
9991,13,4,2023,61,L,522,3,6,40000
8806,12,4,2023,47,L,706,4,8,10000
4741,12,10,2022,57,P,360,12,3,40000
105,31,7,2024,47,P,488,20,1,10000
2265,27,6,2024,21,L,56,10,13,40000
5705,23,3,2024,33,P,22,11,11,10000
2781,9,11,2024,33,L,810,7,6,20000
124,27,2,2023,38,L,200,20,12,50000
6314,11,12,2024,27,P,123,17,2,30000
4147,28,7,2024,71,P,459,14,1,50000
4833,2,10,2023,31,P,587,18,10,30000
8009,21,9,2024,74,L,608,16,2,20000
4114,2,12,2024,23,P,105,14,13,20000
2470,4,4,2024,29,P,731,9,11,10000
825,12,3,2024,56,P,602,20,11,40000
2126,19,3,2023,48,L,256,4,8,40000
8073,29,7,2022,58,L,927,19,10,20000
6350,28,4,2023,36,L,972,6,13,50000
3929,12,2,2024,60,P,124,20,6,40000
8838,27,12,2024,54,P,702,9,11,10000
2272,21,6,2023,57,P,745,4,14,20000
7308,4,9,2022,72,L,473,1,3,50000
7616,21,1,2024,23,L,796,12,4,30000
7881,24,3,2024,61,L,526,7,11,40000
3805,6,7,2022,22,P,888,3,3,50000
9091,9,12,2024,63,P,312,2,6,20000
6295,3,2,2022,70,P,954,9,13,40000
9581,15,10,2022,55,P,943,14,13,30000
5556,14,1,2023,64,L,843,19,14,10000
888,11,7,2022,57,P,334,5,7,20000
2042,2,9,2022,40,P,942,6,14,50000
5805,11,8,2023,31,P,978,16,9,50000
1834,18,12,2023,36,P,125,14,13,50000
9667,9,10,2023,52,P,838,18,6,30000
3445,24,2,2024,26,P,269,1,2,50000
3936,3,1,2024,58,P,442,7,13,40000
2291,20,11,2024,78,P,59,2,12,40000
1877,28,6,2023,38,P,489,18,7,50000
2640,14,7,2024,51,P,372,7,7,50000
8740,6,6,2023,70,P,549,1,7,10000
9554,11,12,2024,43,L,139,6,11,10000
4623,28,11,2023,35,P,753,8,8,30000
1269,27,1,2023,48,L,506,12,8,40000
3100,24,10,2022,70,P,576,18,4,20000
212,5,2,2023,44,P,315,9,7,40000
4813,6,8,2022,44,L,606,20,11,20000
6186,1,2,2022,49,L,762,11,13,40000
7521,4,3,2024,39,P,864,6,5,50000
9099,13,8,2023,65,L,754,5,13,40000
7117,23,10,2023,61,L,229,4,1,50000
3750,3,5,2023,23,L,31,1,3,30000
4408,10,1,2023,57,P,365,9,1,20000
885,5,3,2024,44,P,195,12,3,10000
8455,29,9,2022,52,L,887,12,2,30000
4860,20,5,2022,50,L,961,15,13,40000
361,8,10,2024,66,P,142,12,9,20000
4657,3,11,2022,74,P,858,19,4,50000
9316,12,9,2024,22,P,653,11,8,50000
9826,24,8,2022,63,L,841,17,5,30000
8479,3,10,2022,74,L,191,7,14,50000
6832,25,5,2022,53,L,269,18,4,10000
8322,19,5,2022,76,P,786,4,11,30000
1820,4,8,2022,68,P,456,19,4,50000
8793,21,1,2023,54,P,273,17,2,40000
9912,4,10,2023,54,L,208,10,8,20000
1941,31,11,2024,49,L,873,9,9,20000
8764,11,2,2024,26,P,231,20,1,40000
8871,19,11,2023,70,P,50,3,11,10000
2142,29,10,2024,73,L,480,3,10,50000
7494,14,4,2022,74,L,966,3,4,50000
3342,2,2,2023,66,L,562,4,12,10000
5624,16,9,2023,75,L,636,6,12,50000
2715,20,10,2023,49,L,91,12,9,40000
6552,30,2,2023,26,L,696,17,9,20000
6695,25,5,2022,62,P,952,20,8,10000
4893,15,6,2022,65,P,646,17,11,30000
5952,21,7,2022,67,P,109,20,3,50000
4839,5,6,2022,44,P,184,8,5,20000
4664,15,3,2024,65,L,670,10,8,40000
4424,8,12,2022,53,L,865,17,11,10000
8995,14,7,2022,57,L,98,9,13,10000
6645,24,6,2024,57,P,304,19,12,10000
7073,30,2,2023,37,P,677,14,3,10000
